Aspest,Elevation,Slope,MAP,Distance to Roads,Distance to Faults,Distance to Rivers,NDVI,Lithology
0.010081423571797324,0.029606648742799863,0.005770698298164164,-0.024970294,0.07216370569409152,0.00066476218403089,-0.001384368,0.012646214779373745,-0.001166825
-0.011262043,0.015022474383393257,0.01574836088418686,-0.046817352,-0.033489517,-0.000673945,-0.004524246,-0.104104341,-0.000143632
-0.002248551,0.019684075973676194,-0.000346161,-0.008925885,0.04377912920865799,-0.000364219,-0.003569553,-0.165086761,0.002671412996752175
0.005721833105308828,0.03601519538789647,0.011291792240569433,-0.028225642,-0.033876259,-0.000765338,-0.004546143,-0.224078959,0.0010365653896240328
0.004017623850690007,0.007394273004115764,-0.024733993,0.03230654345897709,0.06743889582810425,7.375349432081967e-05,-0.003858302,-0.140780633,-0.004998049
-0.020998694,0.03147479751621513,0.02161691184482441,0.0010853652517198045,0.07117421889285934,8.387240117486243e-05,-0.003258758,-0.064704776,-0.001555417
0.0011859464072448193,-0.019313457,0.03756930713850774,-0.03637603,-0.021362288,-0.000591094,-0.001656819,0.08356987398822459,-0.001784786
-0.003088469,-0.07342112,-0.049989941,-0.033722837,-0.044401994,0.005412742167226998,-0.004404322,-0.064044772,0.005701033251569629
-0.008046368,0.021897924643783255,0.023458213566476684,0.044520801517177376,0.07078399559089313,-6.30E-05,-0.002979457,-0.080495788,0.0041155866072526155
0.005569756442333759,0.033507559842094754,0.0168196763438803,0.0022290351730852517,-0.03194509,-0.000667881,-0.005561386,-0.203396035,0.0017460856356467634
0.016672454300908652,-0.037783393,0.038349338015041604,0.009512324719661935,-0.015921869,-0.00048085,-0.001324575,0.08133687290718894,0.002343024048602738
-0.009160856,0.037846991343604044,0.020141462694895484,0.05738598314638265,-0.024009497,-0.000641826,-0.004447313,-0.144688151,0.005602395796629386
0.007764233112524813,0.04171239310742266,-0.02032354,-0.003787122,-0.023255965,0.00016482685134255664,0.023346292717110223,0.020365123503065435,0.00034719390732526617
0.009138271949222931,0.03539447320047848,0.03256448333851202,0.035728238686827916,-0.010860159,-0.000418314,0.01149916843237692,0.13613801824445926,0.004010437702756063
-0.013128363,0.03301503039799523,0.01716355400027977,-0.003869924,0.039401273048539076,-0.000122174,-0.003074486,-0.056967799,-0.000314226
0.0022810840931414534,0.006855088567678941,0.010517248192941996,0.04333447917344464,-0.030916312,-0.000708571,-0.004680816,-0.204623289,-0.002522928
-0.013902768,0.015649804067545597,0.01721584192407235,-0.00617019,-0.029623417,0.002492057975424644,-0.004195597,-0.101620224,0.003873939684761077
-0.000838927,0.036627825683382305,0.0232763420574364,0.00021213982901366633,0.10019095977808525,0.0001961154400785409,-0.002447506,-0.042528824,0.006793994717307875
0.016663431737172475,-0.099028311,-0.001842795,0.0542789807374812,-0.018401845,-0.003553051,0.01651178374385067,0.09588267659525583,0.0004312831423318587
0.00023837961297657476,-0.011222827,-0.040258878,-0.04141481,-0.038152006,0.003496529484750231,-0.005516213,-0.190269951,5.5197511388805976e-05
